978276460317X, , Augustino et le choeur de la destruction, Augustino et le choeur de la destruction, , 
978289435605X, Magalie Joyeuse Halloween NÂ 8, , Magalie, , 
978289660280X, Disney Princesse NÂ 1 Mes histoires préférées, , Disney princesse No 1, , 
978276480978X, Un voyou exemplaire, , Un voyou exemplaire, , 
978289591075X, , Le tournoi des princes charmants, Le tournoi des princes charmants, , 
978289435688X, Chronos Tome 3, , Chronos, , 
978289660502X, STUDIO DE DANSE LE, , Le studio de danse, , 
978292475809X, , Dormir avec les fantômes, Dormir avec les fantômes, , 
978292119731X, , L oeil de verre, L œil de verre, , 
978289431238X, Le retour de l exilé, Le retour de l exilé, Le retour de l exilé, , 
978276460693X, , La vraie histoire du chien de Clara Vic, La vraie histoire du chien de Clara Vic, , 
978289591014X, , Frissella ne se voit plus aller, Frissella ne se voit plus aller, , 
978289005776X, Et pourtant elle chantait, Et pourtant elle chantait, Et pourtant elle chantait, , 
978289647654X, , , La poussière du temps, La Poussière du temps Tome 1 Rue de la Glacière, 
978298062320X, , Hiéroclips, Hiéroclips, , 
978289450117X, Caillou a la ferme, , Caillou à la ferme, , 
978289052845X, , Le Night Cap Bar, Le Night Cap Bar, , 
978289406093X, , Les cordes de bois, Les cordes de bois, , 
978225805835X, , Les chaînes de Gorée, , , Les chaînes de Gorée
978289428441X, , Herménégilde l Acadien, Herménégilde l Acadien, , 
978276258118X, , Dans le ventre du temps, Dans le ventre du temps, , 
978276460058X, , La forêt qui marche, La forêt qui marche, , 
978292344713X, , Charles, Charles, , 
978292294408X, GDE OURSE AVAIT PTE SOEUR, , La Grande Ourse avait une petite soeur, , 
978289021963X, DEVINE QUI VIENT TE GARDE, , Devine qui vient te garder Clarice Bean, , 
978276462033X, , Le fou du père, Le fou du père, , 
978289660594X, Coffret La maison de Mickey Étape 1, , La maison de Mickey, , 
978276400167X, Meurtre de cendrillon, Le meurtre de Cendrillon, Le meurtre de Cendrillon, , 
978289431197X, Le cheval du Nord, Le cheval du Nord, Le cheval du Nord, , 
978292030735X, , La maison morte, La maison morte suivi de Dernier été de Virgile, , 
978289024121X, , Train d enfer, Train d enfer, , 
978289396143X, , Le fils bien aimé, Le fils bien aimé, , 
978289645275X, , Les ouragans intérieurs, Les ouragans intérieurs, , 
978289024198X, , La femme du stalinien, La femme du stalinien, , 
978289549305X, , Celtina la chaussée des géants, Celtina la chaussée des géants, , 
978289651662X, , , Psy malgré moi, , De la jalousie envers une best qui drague votre chum Psy malgré moi dossier 04
978289647846X, , , Alice au pays des merveilles, Alice au pays des merveilles, 
978289645237X, , Hommes de sable, Hommes de sable, , 
978276440516X, , Polaroïds, Polaroïds, , 
978289647442X, , , Damné, Damné Tome 3 L étoffe du Juste, 
978292088793X, , Les cantates du deuil éclairé, Les cantates du deuil éclairé, , 
978289651102X, CACHETTE, La cachette, La cachette, , 
978289644025X, La Veuve du boulanger, , La Veuve du boulanger, , 
978289406155X, , L Obomsawin, L Obomsawin, , 
978289583100X, , L intendant Bigot, L intendant Bigot, , 
978289052852X, , Parlez moi d amour, Parlez moi d amour, , 
978298011634X, , Une étoile à quatre pattes, Une étoile à quatre pattes, , 
978289037849X, , Un hiver de tourmente, Un hiver de tourmente, , 
978289627051X, , Sous le même soleil, Sous le même soleil, , 
978289431169X, , Un été de bonheur, Un été de bonheur, , 
978289046334X, , La lune indienne, La lune indienne, , 
978292362155X, FORETS ET BUCHERONS, , Forêts et bûcherons, , 
978298126600X, , La Grande marche, La grande marche, , 
978289052688X, , Alexandre Chenevert, Alexandre Chenevert, , 
978289021237X, , La veuve noire, La veuve noire, , 
978289543615X, Garfield NÂ 28, , Garfield, , 
978289667474X, , L amour pas pour moi merci, L autre moitié du lit, , 
978289579605X, VELO DE PETIT LION LE, , Le vélo de Petit Lion, , 
978289714189X, Les Minimaniacs 3, , Les Minimaniacs, , 
978289579682X, 13 PEURS, Ma carpe de fête, , , 
978289021358X, , Les pièges de Clémentine, Les pièges de Clémentine, , 
978289529152X, , Grand roi et petit fou, Grand roi et petit fou, , 
978289537033X, , Identité provisoire, Identité provisoire, , 
978292371378X, , Ex île, Ex île, , 
978289512582X, , Le shampoing de Toupie, Le shampoing de Toupie, , 
978289450082X, Caillou se fait mal, , Caillou se fait mal, , 
978289021352X, , Un parfum de mystère, Un parfum de mystère, , 
978289723252X, , , Damné, Damné Tome 1 L héritage des Cathares compact, 
978292370846X, HIS ET LEGENDES QC, , Histoires et légendes du Québec, , 
978289435189X, Les araignées NÂ 4, Les Araignées, , , 
978276132065X, , Les oreilles de grand père, Les oreilles de grand père, , 
978292370838X, ATTRACTION, , Attraction, , 
978289031255X, , Des erreurs monumentales, Des erreurs monumentales, , 
978289021275X, , L île du savant fou, Peur bleue et sueurs froides, , 
978289543725X, Diego a la rescousse du papillon bleu, , Diego à la rescousse du papillon bleu, , 
978276460289X, , Les apparatchiks vont à la mer Noire, Les apparatchiks vont à la mer Noire, , 
978289021849X, , L été du cochon, L été du cochon, , 
978289723464X, , , Félicité, Félicité Tome 2 compact La grande ville, 
978289583195X, , Chavire, Chavire, , 
978292389624X, SCELLE PLOMBE, , Scellé plombé, , 
978289006917X, Piano blanc, , Piano blanc, , 
978298106750X, , Le délivreur roman d inspiration, Le délivreur, , 
978289485390X, , L incisure catacrote, L incisure catacrote, , 
978289406204X, , Du sommet d un arbre, , , Du Sommet d un Arbre
978289512897X, , Ça suffit, Ça suffit, , 
978292366212X, Jolis deuils, Jolis deuils, Jolis deuils, , 
978289024083X, , Un trou dans le soleil, Un trou dans le soleil, , 
978289006593X, L oiselière, , L oiselière, , 
978289012006X, Saisons sauvages, Saisons sauvages, , , 
978289021484X, , Détail de la mort, Détail de la mort, , 
978289647179X, , , Olivier ou L inconsolable chagrin, Olivier ou l inconsolable chagrin, 
978289026248X, Agaguk, Agaguk, Agaguk, , 
978289024209X, , Hôtel des quatre chemins, Hôtel des quatre chemins, , 
978276480069X, Tout là bas, Tout là bas, Tout là bas, , 
978289770035X, QU EST CE QUI CLOCHE, , Qu est ce qui cloche, , 
978289648069X, L été sans erreur, L été sans erreur, L été sans erreur, , 
978289512017X, , No bananas for this girafe, No bananas for this giraffe, , 
978289695765X, AVEC QUEL AMOUR PARLER, , Avec quel amour parler, , 
978289435384X, Les Messagers de Gaïa Tome 1, La pierre du destin, Les messagers de Gaïa, , 
978289651352X, FANFAN JOUE A CACHE CACHE, , Fanfan joue à cache cache, , 
978292357461X, Le monde de Khelia Tome 4, , Le monde de Khelia, , 
978292140340X, , Un revenant venu de loin, Un revenant venu de loin, , 
978292355023X, , Tarmac, Tarmac, , 
978289435462X, La fleur de sang NÂ 5, , Luna, , 
978289046991X, , Chevaux sans armes, Chevaux sans armes, , 
978289046183X, , Les cendres bleues, Les cendres bleues, , 
978289430402X, , Adèle et Amélie, Adèle et Amélie, , 
978276040967X, , Un homme et son péché, Un homme et son péché, , 
978276099927X, , Petit navire, Petit Navire, , 
978289021519X, , L été de mes dix ans, L été de mes dix ans, , 
978289512663X, , L or des gitans tome 3, L or des gitans, , 
978289450938X, , Caillou puts away his toys, Caillou puts away his toys, , 
978289660653X, Raiponce, , Raiponce, , 
978289595680X, , Élyse et la fée des samares, Élyse et la fée des samares, , 
978289648004X, Buées, Buées, Buées, , 
978289502139X, , Des causes perdues, Des causes perdues, , 
978289591069X, , Frissella trop belle pour faire peur, Frissella trop belle pour faire peur, , 
978276480370X, Fanette tome 6, Fanette, Fanette, , 
978289512242X, , Momo sur Mars, Momo sur Mars, , 
978292353048X, , Point d équilibre, Point d équilibre, , 
978289046346X, , Décimations 2, Décimations 2, , 
978289111722X, Vie sans suite, Vie sans suite, Vie sans suite, , 
978289037997X, , Une bien curieuse factrice, Une bien curieuse factrice, , 
978289431201X, Par le chemin des marais, Par le chemin des marais, Par le chemin des marais, , 
978276480803X, L Å il du diable tome 2, L Œil du diable 1689, L œil du diable t 2 1689, , 
978276401165X, Lascives 2e édition, , Lascives, , 
978289381446X, Guide de la sante, Internet le guide de la santé, , , 
978289450750X, Caillou cherche son chat, , Caillou cherche son chat, , 
978289006598X, Amantes, Amantes, Amantes suivi de Le sens apparent et de Sous la langue, , 
978289615042X, Le mystère des Sylvaneaux NÂ 129, Le mystère des Sylvaneaux, Le mystère des Sylvaneaux, , 
978292402599X, Raconte moi Joey Scarpellino Nº 7, , Joey Scarpellino, , 
978289723588X, , , L épopée de Petit Jules, L Épopée de Petit Jules, 
978289037680X, , Un amour de Klonk, Un amour de Klonk, , 
978289529173X, , Le soleil a perdu le nord, Le soleil a perdu le nord, , 
978289021809X, HIS DE LEA T02 JE T AIME, Je t aime je te hais, Je t aime je te hais, , 
978276440072X, , Le roman vrai, Le roman vrai, , 
978289406119X, , La fin des songes, La fin des songes, , 
978276440107X, , Les espaces secrets, Les espaces secrets, , 
978289261699X, , La parlante d outre mer, La parlante d outre mer, , 
978289647605X, , , Drôle de vampire, Drôle de vampire, 
978289633045X, , Photomaton, Photomaton, , 
978289512154X, , Fous furieux, Fou furieux, , 
978298073427X, , Alégracia et les Xayiris, Alégracia et les Xayiris, , 
978289052873X, , Oeuvre poétique 1957 1996, Oeuvre poétique 1957 1996, , 
978276093314X, , Le joueur de triangle, Le joueur de triangle, , 
978289651015X, PAVEL T 12 Ã UNE PATAT, , Pavel, , 
978289037669X, , Contes de Tyranaël, Contes de Tyranaël, , 
978289579282X, PEPITO LE ROI DES MENT, , Pépito le roi des menteurs, , 
978289225244X, Un, , Un, , 
978289435220X, Princesse Éloane et le dragon Nº 24, , Princesse Éloane et le dragon, , 
978292222537X, La démon du mardi Nº 16, Le démon du mardi, Le démon du mardi, , 
978289537039X, , Le cheval d Isabelle, Le cheval d Isabelle, , 
978289723695X, , , 1967 t 3 L impatience, 1967 Tome 3 L impatience, 
978292294463X, GERANIUM LE, , Le géranium, , 
978289633095X, , Héronia, Héronia, , 
978276443072X, , Toute une vie sur les bancs d école, Toute une vie sur les bancs d école, , 
978292389640X, MADEMOISELLE MOON GOUVER, , Mademoiselle Moon gouvernante de chiens, , 
978289428965X, , , Le jardinier de monsieur Chaos, Le Jardinier de Monsieur Chaos, 
978292366243X, Un train de glace, , Un train de glace, , 
978289579001X, GDS MERES VIENNENT DU, , Les grand mères viennent du pôle Nord, , 
978289052812X, , Dans une coquille de noix, Dans une coquille de noix, , 
978276090376X, , Sous le regard des mouches, Sous le regard des mouches, , 
978276440980X, , Les mouffettes de Babette, Les mouffettes de Babette, , 
978289660333X, Mater l agent secret, , Mater l agent secret, , 
978292446136X, , Le démon de la faim, Le démon de la faim, , 
978289647363X, , , La louve de mer volume 2, La Louve de mer Tome 2 La république des forbans, 
978292088745X, , Voyages de la Grande Naine en Androssie, Voyages de la Grande Naine en Androssie, , 
978289754040X, Lance et compte Tome 16, , But ultime, , 
978289021270X, , La princesse qui voulait choisir son prince, La princesse qui voulait choisir son prince, , 
978292366271X, Le Cocon, , Le cocon, , 
978276254040X, , Le lutin du téléphone, Le lutin du téléphone, , 
978276440668X, , La cagoule, La cagoule, , 
978274277310X, , La traversée du continent, La traversée du continent, , 
978292334219X, La Liste, La liste, La liste, , 
978289647048X, , La malédiction, La malédiction, La Malédiction, 
978292333895X, , Répliques, Répliques, , 
978289714237X, Supergroin contre l épouvantable ouin ouin N 2, , Supergroin contre l épouvantable Ouin Ouin, , 
978289660558X, Iron Man NÂ 1, , Iron Man, , 
978289647798X, , , Madame Tout le monde tome 1, Madame Tout le monde Tome 1 Cap aux Brumes, 
978289431269X, Ombre d une autre vie l, L ombre d une autre vie, L ombre d une autre vie, , 
978289420852X, , La spirale de Lar Jubal, La spirale de Lar Jubal, , 
978289419282X, , Les espions de Dieu, Les espions de Dieu, , 
978289006488X, La vraie vie, , La vraie vie, , 
978289647961X, , , Un bonheur si fragile, Un bonheur si fragile Tome 2 compact Le drame, 
978298136901X, , Salutation en poésie, Salutation en poésie, , 
978289052542X, , Un après midi de septembre, Un après midi de septembre, , 
978289089802X, Ventes de garage, Les Ventes de garage, , , 
978289261338X, , L art du maquillage, L art du maquillage, , 
978289111748X, Mars la bleue, , Mars la bleue, , 
978289703371X, Clinique Valrose Tome 5, , Clinique Valrose Tome 5, , 
978289485371X, , Évangéline et Gabriel, Évangéline Gabriel, , 
978298058122X, , La fille du sacristain, La fille du sacristain, , 
978289419025X, , La réalité, La réalité, , 
978289695592X, MYSTERE DE LA SOURIS 7, , Le mystère de la souris 7, , 
978189473107X, , My cuddly toys, My cuddly toys, , 
978289695030X, BLADE T05 VENGE, , Blade, , 
978289430237X, , L humoriste et l assassin, L humoriste et l assassin, , 
978289018302X, , La survie des éblouissements, La survie des éblouissements, , 
978289512023X, , Julie dans les pensées, Julie dans les pensées, , 
978289711168X, , Aux toilettes, Aux toilettes, , 
978289111625X, Ces enfants d ailleurs t2, , Ces enfants d ailleurs, , 
978276440367X, , La vie cachée d Éva, La vie cachée d Éva, , 
978289751142X, Callie appelle à l aide, , Callie appelle à l aide, , 
978292256555X, , Sorcier aux trousses, Sorcier aux trousses, , 
978289018397X, , Le livre du frère, Le livre du frère, , 
978289512758X, , Amis pour la vie, Petit Ours et Petit Pingouin, , 
978289686672X, , Les formes, Les formes, , 
978289046291X, , Parfums des rues, Parfums des rues, , 
978289579515X, MON PERE MARCO MA FILLE, , Mon père Marco ma fille Flavie, , 
978289006546X, Chez Albert, Chez Albert, Chez Albert, , 
978289295007X, Surréalisme et littérature québécoise, Surréalisme et littérature québécoise, , , 
978292195617X, , Akwaba, Akwaba, , 
978289005919X, , La femme aux trois déserts, La femme aux trois déserts, , 
978289695178X, LABYRINTHE DES REVES T1, , Le labyrinthe des rêves, , 
978289565467X, , Le temps de la colombe, Le temps de la colombe, , 
978289261533X, , Dina, Dina, , 
978289051500X, , Le libraire, Le libraire, , 
978289295131X, Dictionnaire des proverbes québécois, Dictionnaire des proverbes québécois, , , 
978289733670X, , Les gardiens des portes Alicia tome 2, Les gardiens des portes, , 
978289225679X, L apprenti millionnaire, L apprenti millionnaire, , , 
978289660908X, Hulk Nº 4, , Hulk, , 
978289647032X, , Drôle de vampire, Drôle de vampire, Drôle de vampire, 
978289512430X, , La pire journée de Papi, La pire journée de Papi, , 
978289647998X, , La fabrique de l extrême, , La Fabrique de l extrême Les pratiques ordinaires de l éxcès essai panoramique, 
978292142544X, , À corps joie, À corps joie, , 
978289651213X, AME LE BONBON DE NAOKI, Le bonbon de Naoki, Amé le bonbon de Naoki, , 
978289430071X, , Juillet, Juillet, , 
978289645150X, , La nuit de la muette, La nuit de la muette, , 
978289647685X, , , Les Templiers du Nouveau Monde, Les Templiers du Nouveau Monde compact, 
978298044190X, , Caresses de plumes, Caresses de plumes, , 
978276440679X, , Vandal love ou Perdus en Amérique roman, Vandal love ou Perdus en Amérique, , 
